"كد شركت";"كد دوره";"Field3";"سر فصل";"زيرفصل";"ادامه زيرفصل"
;637;1;"بر اساس نيازهاي واحدهاي عملياتي طراحي و انتخاب، بهره برداري و تعميرات برجهاي تقطير و تفکيک مربوطه را ارائه مي گردد";;
;638;1;"رعايت نکات HSE هنگام خروج  از سرويس";"گرفتن مجوز";
;640;1;"آشنايي با استانداردهاي طراحي خشك كن ها";;
;641;1;"آشنايي با استانداردهاي طراحي اجکتورها";;
;642;1;"مباني و مفاهيم";"موازنه جرم و مواد - انتقال جرم و حرارت";
;643;1;"انواع مخازن ذخيره در صنعت و كاربرد آنها";;
;644;1;"بخشهاي سه گانه راه خروج";"دسترسي خروج-خروج-تخليه خروج";
;645;1;"اصطلاحات و واژگان انگليسي در آزمايشگاه شيمي";;
;650;1;"آشنايي با اصطلاحات و واژگان در زمينه بيماريهاي شايع و سرطانهاي زنان به زبان انگليسي";;
;651;1;"مروري بر انواع روشهاي كاهش و كنترل ارتعاشات";;
;652;1;"كليات و مفاهيم";"1-1-تعريف فضاي بسته طبق استاندارد OSHA 1410.146";
;653;1;"آزبست و ساير الياف ديگر";"1-1-انواع الياف آزبست1-2- مصارف آزبست1-3-الياف مصنوعي";
;654;1;"اصول كلي و قانوني بيماريهاي ناشي از كار";"1-1-تعريف بيماري ناشي از كار1-2- طبقه بندي مجامع بين المللي از بيماريهاي ناشي از كار1-3-نحوه تشخيص بيماريهاي شغلي و اهميت بيماريهاي شغلي";
;655;1;"آشنايي با بيماريهاي غواصي";"1-1-فيزيولوژي1-2-پاتولوژي";
;656;1;"انواع آمبولانس";"1-1-	دريايي1-2-هوايي1-3-خشكي";
;657;1;"تقسيم بندي عوامل شيميايي";;
;658;1;"كليات و مفاهيم رياضي،آمار و احتمالات";"1-1-قوانين سينوسها و كسينوسها1-2-تبديل واحدها،لگاريتم،جبر بولن";
;659;1;"تعريف سازمان سلامت محور";;
;660;1;"كليات و آيين نامه ها و قوانين مربوط به معاينات پزشكي";;
;661;1;"	آشنايي با اصول روشهاي صحيح ساخت";;
;662;1;"	شناخت پارامترهاي آلاينده هيدروژن سولفوره H2S";;
;663;1;"مفاهيم و كليات";"1-1-تعريف پروژه1-2-محدوده كار1-3-آشنايي با استانداردها و مقررات ايمني زمان ساخت و نصب";
;664;1;"	مقدمه اي بر اثرات دومينو و تعاريف مرتبط";;
;665;1;"تعاريف و اصطلاحات";;
;666;1;"انواع جوشكاري";"1-1-جوشكاري برق 1-2- جوشكاري گاز";
;667;1;"آشنايي با مخاطرات و ارزيابي ريسك";;
;668;1;"1-مقدمه";"1-1-تعاريف مرتبط با ريسك";
;669;1;"معرفي تجهيزات جانبي";"استارتر-پيش گرمكن آب خنك كاري-پمپ آب خنك كاري-پمپ آب خنك كاري اينتر كولينگ";
;670;1;"تعاريف و اصطلاحات بازرسي";"-	تعريف بازرس و بازرسي- تشريح مراحل بازرسي- تشريح وظايف بازرسي- طبقه بندي بازرسين و ويژگي هاي بازرس";
;671;1;" كليات و قابليتهاي سامانه";"امكان ورود به منوهاي مختلف و تشريح عملكرد هركدام از منوها";
;672;1;"بررسي رفتار ديناميكي پروفيل";"1-1-تشريح روابط حاكم بر بحث سيالات ثابت و متحرك";
;673;1;"مقدمه";"هدف از استاندارد سازي جوش";
;674;1;"مقدمه و شناخت پليمرها به روشهاي حلاليت و سوزاندن";;
;675;1;" پديده كف، نحوه تشكيل و مكانيزم بازداري كف";;
;676;1;" تعريف نوآوري، كارآفريني، تجاري سازي در صنايع شيميايي";;
;677;1;" مقدمه اي از Simulink و چگونگي كار با آن";;
;678;1;"مقدمه اي بر كوره ها و اصول طراحي آنها";;
;679;1;"افزايش مقياس فرايندهاي شيميايي (تعاريف و اصول)";;
;680;1;"كلياتي در مورد اكوسيستم هاي آبي و اهميت آنها در چرخه حيات";;
;681;1;"منشاء و ميزان توليد لجنهاي نفتي و بيولوژيکي";;
;682;1;"	ايمني دكل حفاري";;
;683;1;"مقدمه، تعاريف و مفاهيم";;
;684;1;" ضرورت آگاهي نسبت به قوانين و مقررات";;
;685;1;"1- كليات";"1-1- تبيين مفاهيم جنگ و دفاع";
;686;1;"آشنايي با انواع دستگاههاي ارتباطي و راديويي";;
;687;1;"يادگيري دستورالعملهاي طرح تقرب و خروجي و ورودي پروازها بر اساس نقشه هاي ناوبري";;
;688;1;"	معرفي  كلي اصول ايمني و تعاريف";;
;689;1;"آشنايي با فرودگاههاي استاندارد بين المللي";;
;690;1;"آشنايي با ترافيک هوايي اطراف فرودگاه";;
;691;1;"قوانين و قواعد مربوط به عبور و مرور هواپيماها";;
;692;1;"آشنايي با سيستمهاي مراقبت پرواز و جلوگيري از تصادم";;
;693;1;"حضور در سيمولاتور کنترل ACC";;
;694;1;"آشنايي با علائم ويژه و رمزها";;
;695;1;"مروري بر مطالب آموزشي دوره خدمات فرودگاهي";;
;696;1;"آشنايي با دستگاههاي ايکس ري جهت حمل بار و مسافر";;
;697;1;"آشنايي با امور بين الملل";"-وظايف و عملکرد-انواع اطلاعات دريافتي";
;698;1;"دريافت اطلاعات و داده هاي اسنادي از ادارات مربوطه";"-فرايند ورود اطلاعات-انواع اسناد";
;699;1;"آشنايي با انواع سيستمهاي صحت سنجي(ميترها )";"TURBIN METER - PD METER - CORIULIS METER - …";
;700;1;"1-	شناخت صنعت جهانگردي و گردشگري";;
;701;1;"	تعريف اكوتوريسم";;
;702;1;"	جايگاه واحد خدمات عمومي و نقليه در سازمان";;
;703;1;"بهداشت فردي – ابزار و محيط";;
;704;1;"	چگونگي كيفيت نگهداشت مواد غذايي";;
;706;1;"1-تاريخچه روانشناسي صنعتي";;
;707;1;"آشنايي با مبحث اندازه گيري و نحوه استفاده از وسايل مربوطه";;
;708;1;"شناخت کامل از انواع مواد نفتي";;
;709;1;"آشنايي با دستگاههاي دريافت مواد نفتي";;
;710;1;"آشنايي با شير آلات و خطوط انتقال نفت به  FCS";;
;711;1;"ساختار و عملكرد بدن";;
;712;1;"معاينه و معالجه افراد صدمه ديده";;
;713;1;"	مقررات بين المللي دريايي پيرامون آبهاي دريايي و سرزميني ساحلي";;
;714;1;"جلوگيري از تغيير اكوسيستم آب درياها";;
;715;1;"	آشنايي با علائم دريايي";;
;716;1;"	شناخت بيمه هاي معتبر دريايي";;
;717;1;"سازماندهي اطفاي حريق در كشتي";;
;718;1;"طبقه بندي حريقها و خاموش كننده مناسب هر نوع حريق";;
;719;1;"	مديريت ايمني در شركت و كشتي";;
;721;1;"	آشنايي باشكل علائم دريايي";;
;722;1;"انواع شناور بقاء و قايق نجات";;
;724;1;"نردبان راهنما";;
;725;1;"	دانش عمومي دريايي";;
;726;1;"هدايت و مانور با كشتي";;
;727;1;"هدايت و مانور با كشتي";;
;728;1;"هدايت و مانور با كشتي";;
;729;1;"هدايت و مانور با كشتي";;
;730;1;"National and international maritime regulations and requirements";;
;738;1;"	ارائه مفاهيم و تعاريف اصطلاحات مربوط به سينتيك واكنشهاي كاتاليستي";;
;766;1;"1- تعريف خانواده";;
;767;1;"1- تحولات خانواده در دهه اخير";;
;768;1;"1- مفهوم حجاب ، عفاف و پوشش اسلامي ، فلسفه و فوايد حجاب";;
;769;1;"1- جايگاه فرزند و مسئوليت والدين";;
;770;1;"1- نكاح و احكام آن";;
;771;1;"1- توليد در خانواده";;
;772;1;"1- تفاوتهاي روحي و عاطفي";;
;773;1;"1- شايع ترين علل تعارضات در روابط زوجين از منظر پزشكي";;
;774;1;"1- آشنايي با احكام حقوق زوج و زوجه بر يكديگر";;
;775;1;"ضرورت اجراي OCM";"1-1-هدف از پايش وضعيت تجهيزات و مزاياي آن 1-2-روشهاي مختلف پايش وضعيت 1-3-جايگاه آناليز روغن";
;776;1;"طبقه بندي روغنها و استانداردهاي موجود";"1-1-روغن موتور1-2-روغن دنده1-3-روغن صنعتي1-4-روغن چند درجه اي 1-5-استانداردهاي روغن1-6-استانداردهاي سطوح تميزي روغن";
;777;1;"	مفاهيم پديده جرياني Slack";"1-1	تعريف متغيرها 1-2 پديده خط جريان Slack";
;778;1;"بررسي مدارك و تخصيص شماره خط مسير و مميزي و برآورد";;
;779;1;"تعاريف";"1-1-مالكيت 1-2-مشاعات 1-3-مشتركات و تعاريف آنها با يكديگر";
;780;1;"ثبت اطلاعات پيش نويس براي اقلام مورد نياز";;
;781;1;"معرفي دوره";"1-1-شرح مختصر مرتبط با مجموعه كسب و كار سيستم1-2- توضيح اطلاعات پايه كاربران";
;782;1;"1.	استعلام يا مناقصه تا تنظيم دعوت نامه براي ليست كوتاه ايجاد";"1-1-ثبت مشخصات استعلام يا مناقصه 1-2-تكميل اطلاعات مناقصه يا استعلام 1-3-ثبت برنامه زماني انجام كار 1-4-تنظيم ضمائم";
;783;1;"	مديريت عملکرد";"1-1مديريت عملکرد و ارتباط آن با نظام پرداخت و پاداش 1-2 فرآيند مديريت عملکرد 1-3مديريت عملکرد و برنامه‏ريزي استراتژيک1-4 تعريف و تشخيص عملکرد و انتخاب رويکرد اندازه‏گيري مناسب 1-5 اندازه‏گيري نتيجه‏ها و رفتارها";"1-6 جمع‏آوري اطلاعات عملکرد1-7اجراي نظام مديريت عملکرد 1-8 مديريت عملکرد و توسعه کارکنان 1-9 مهارت‏هاي مديريت عملکرد 1-10 نظام پرداخت و پاداش و محدوديت‏هاي قانوني 1-11 مديريت عملکرد گروهي"
;784;1;"1.	نظريه هاي مختلف مديريت";"1-1 مديريت علمي 1-2 مديريت اداري 1-3 بروكراسي 1-4 نظريه اقتضايي 1-5 نظريه سيستمي 1-6 نظريه روابط سازماني";
;785;1;"1.	تصميم گيري و حل مساله";"-1مقدمه اي بر روش هاي تصميم گيري براي مديران 1-2قاب بندي ذهني (Framing)1-3 لنگر کردن ذهن (Anchoring) 1-4 مديريت احساسات (Emotions) 1-5 ميانبرهاي ذهني (Heuristics)1-6 سوگيري هاي ذهني معمول (Common Biases";"1-7 گسترش تعهدات غير عقلاني
( (Non-Rational Escalation of Commitment 1-8 آگاهي محدود (Bounded Awareness)1-9 ارتقاي تصميم گيري1-10 رفع سوگيري از تصميم گير"
;786;1;"1.	چرايي مديريت استراتژيک";;
;787;1;"1.	تعاريف و مباني مديريت تحول";"1-1 نظريات اساسي مربوط به تحول سازمان ها1-2 مقاومت فرد و سازمان در ارتباط با تحول و ريشه هاي آن1-3 استراتژي عمومي تحول در نظام هاي انساني1-4 روش ها و فنون تحول1-5 ابعاد تحول سازماني شامل تحول در تکنولوژي، ساختار، محصول و کارکنان";
;792;1;"1-directional drilling (primary)";;
;793;1;"1- كاربردهاي حفاري جهت دار";;
;794;1;"	مفاهيم و مباني بودجه ريزي عملياتي";;
;795;1;"	مديريت تجهيزات پزشكي";;
;796;1;"	قانون برگزاري مناقصات";;
;797;1;"	آشنايي با سناريوهاي حفاظت اسناد";;
;798;1;"	نحوه بازرسي در ارگان¬هاي نظامي";;
;799;1;"	آشنايي با روشهاي دفاعي";"آشنايي با نقاط حساتي و حساس بدن";
;800;1;"System Configuration and Functional Overview";"System Componenet - Project Configuration";
;801;1;"System Configuration";;
;802;1;"آشنايي با نقشه هاي ROUT&PROFILE و جزئيات مربوطه";;
;803;1;"آشنايي با برش روغن پايه در نفت خام";;
;804;1;"HEALTH-SAFETY AND ENVIROMENTAL MANAGEMENT IN CONTEXT";"1-1-LEARNING FROM INCIDENTS1-2-hazards inherent in oil and gas
1-3-risk management techniques used in the oil and gas industries1-4-an organization ,s documented evidence";
;805;1;"management of international health and safety";"1-1-foundation in health and safety1-2-health and safetymanagement system-policy1-3-health and safety management system-organizing1-4-health and safety management system-planning1-5- health and safety management system-measuring1-6-audit and review";
;806;1;"unit IA:international management of health and safety";"1-1-principals of health and safety management-1-2-loss causation and incident investigation-1-3-measuring and reviewing health and safety performance-1-4-identifying hazards, assessing and evaluating risk";"-1-5-risk control-1-6-organizational factors-1-7-human factors-1-8-regulating health and safety"
